33433;7;219
33460;7;119
33462;7;263
33463;7;143
33464;7;274
33481;7;288
33482;7;373
33483;7;148
33484;7;90
33485;7;127
33486;7;210
33654;7;128
33655;7;219
33656;7;147
33657;7;231
33689;7;236
33690;7;221
33691;7;238
33692;7;263
33693;7;274
33694;7;143
33695;7;182
33696;7;227
33697;7;232
33698;7;240
33699;7;275
33700;7;79
33701;7;80
33702;7;86
33703;7;88
33718;7;279
33719;7;287
33720;7;278
33738;7;128
33739;7;219
33846;7;92
33858;7;92
33899;7;154
33900;7;152
33901;7;304
33902;7;298
33903;7;286
33904;7;297
33905;7;291
33906;7;290
33907;7;149
33908;7;151
33909;7;293
33910;7;292
33911;7;294
33912;7;150
33913;7;91
34020;7;106
34117;7;317
34118;7;316
34119;7;310
34120;7;311
34121;7;283
34122;7;292
34123;7;228
34124;7;138
34125;7;309
34126;7;245
34127;7;254
34128;7;293
34129;7;278
34132;7;291
34133;7;290
34145;7;41
34162;7;307
34244;7;289
34282;7;92
34283;7;128
34284;7;219
34362;7;205
34379;7;96
34380;7;95
34381;7;93
34382;7;94
34387;7;308
34389;7;307
34465;7;105
34467;7;236
34470;7;253
34473;7;285
34486;7;314
34491;7;176
34573;7;29
34574;7;97
34575;7;98
34595;7;253
34596;7;321
34624;7;279
34625;7;315
34626;7;161
34629;7;319
34630;7;158
34631;7;251
34632;7;318
34633;7;320
34634;7;239
34635;7;299
34636;7;267
34637;7;324
34638;7;307
34639;7;153
34640;7;308
34641;7;98
34666;7;254
34696;7;322
34823;7;331
34824;7;333
34825;7;330
34826;7;332
34827;7;159
34828;7;160
34829;7;334
34830;7;329
35002;7;306
35003;7;252
35004;7;185
35005;7;244
35019;7;77
35051;7;146
35064;7;340
35065;7;295
35067;7;300
35068;7;306
35141;7;155
35165;7;308
35168;7;342
35169;7;163
35214;7;305
35215;7;282
35364;7;343
35377;7;284
35446;7;302
35447;7;303
35448;7;280
35449;7;338
35450;7;337
35451;7;336
35452;7;233
35477;7;301
35478;7;280
35479;7;139
35480;7;164
35481;7;250
35482;7;325
35483;7;242
35484;7;247
35485;7;186
35486;7;184
35487;7;191
35488;7;348
35513;7;348
35514;7;351
35515;7;350
35721;7;249
35722;7;187
35723;7;323
35724;7;344
35725;7;358
35726;7;354
35772;13;17
35809;5;430
35918;13;19
35919;13;18
35946;7;361
35947;7;359
35948;7;362
35949;7;360
35953;7;368
35954;7;367
35963;11;386
35965;11;392
35966;11;391
35967;11;527
35968;7;76
35969;7;75
35970;7;89
35971;7;87
35972;7;78
35973;7;166
35975;7;187
35976;7;363
35977;7;354
35978;7;167
35979;7;357
35980;7;355
35981;7;335
35982;7;313
35983;7;137
35984;7;249
35985;7;281
35986;7;296
35987;7;341
35988;7;364
35989;7;136
35990;7;145
35991;7;165
35992;7;248
35993;7;256
35994;7;271
35995;7;352
35996;7;349
35997;7;243
35998;7;269
35999;7;344
36000;7;371
36001;7;369
36002;7;365
36003;7;366
36004;7;168
36008;7;166
36009;9;448
36010;9;449
36011;9;450
36012;9;445
36014;11;526
36016;6;462
36017;6;462
36018;6;438
36019;6;438
36020;6;438
36021;6;438
36022;6;523
36023;6;523
36024;6;523
36025;6;457
36028;6;460
36029;6;460
36040;6;552
36041;6;552
36042;6;552
36044;6;461
36048;6;437
36049;6;437
36050;6;458
36051;6;458
36056;6;553
36057;6;553
36060;9;441
36061;9;441
36062;9;442
36063;9;442
36064;9;442
36065;9;34
36066;9;34
36067;9;443
36068;9;443
36069;9;443
36071;9;444
36072;10;396
36073;10;546
36076;6;438
36077;6;438
36078;6;438
36079;6;438
36080;6;438
36081;6;438
36082;6;438
36083;6;438
36084;6;438
36085;6;457
36092;10;398
36093;10;394
36094;10;400
36095;10;397
36096;10;388
36097;10;395
36098;10;401
36099;10;399
36100;10;35
36101;10;544
36102;10;540
36103;10;545
36104;10;543
36105;10;539
36106;10;538
36107;10;541
36108;10;547
36109;10;548
36110;10;542
36127;6;524
36128;6;524
36129;6;524
36130;6;524
36131;6;524
36132;6;524
36133;6;524
36134;6;524
36135;6;524
36136;6;524
36137;6;524
36138;6;524
36139;6;524
36140;6;524
36141;6;524
36142;6;440
36143;6;440
36144;6;440
36145;6;440
36146;6;440
36147;6;440
36148;6;440
36149;6;440
36150;6;440
36151;6;436
36152;6;436
36153;6;436
36154;6;436
36155;6;436
36156;6;436
36157;6;436
36158;6;436
36159;6;436
36160;6;436
36161;6;436
36162;6;436
36163;6;436
36164;6;436
36165;6;436
36166;6;436
36167;6;436
36168;6;436
36169;6;436
36170;6;436
36171;6;436
36172;6;432
36173;6;432
36174;6;433
36175;6;433
36176;3;30
36177;3;31
36190;11;378
36195;11;532
36198;11;389
36200;11;525
36201;7;76
36202;7;76
36203;7;75
36204;7;76
36205;7;162
36206;7;346
36207;7;327
36208;7;296
36209;7;341
36210;7;249
36211;7;281
36212;7;136
36213;7;243
36214;7;269
36215;7;369
36216;7;166
36217;7;187
36218;7;357
36219;7;335
36220;7;346
36221;7;137
36222;7;249
36223;7;296
36224;7;136
36225;7;145
36226;7;349
36227;7;243
36228;7;344
36229;7;365
36230;7;366
36231;7;166
36232;7;357
36233;7;249
36234;7;136
36235;7;243
36236;7;269
36237;7;369
36247;7;89
36248;7;87
36249;7;89
36250;7;89
36251;12;467
36262;4;16
36263;4;20
36264;3;30
36265;3;31
36266;3;463
36267;3;464
36268;3;463
36269;3;464
36274;7;312
36280;6;454
36281;6;551
36282;6;455
36283;6;456
36288;6;459
36290;6;39
36294;2;417
36295;12;2
36296;12;471
36297;12;476
36298;12;489
36300;12;466
36301;12;468
36302;12;469
36303;12;470
36304;12;2
36305;12;471
36306;12;472
36307;12;473
36308;12;474
36309;12;475
36310;12;476
36311;12;477
36312;12;479
36313;12;480
36314;12;481
36315;12;482
36316;12;483
36317;12;484
36318;12;485
36319;12;486
36320;12;487
36321;12;488
36322;12;489
36323;12;490
36324;12;491
36325;12;493
36326;12;494
36327;12;496
36328;12;497
36329;12;498
36330;12;499
36331;12;500
36332;12;501
36337;2;424
36338;2;425
36339;8;25
36340;8;21
36341;8;22
36342;1;8
36343;2;38
36344;2;36
36345;2;37
36346;2;3
36347;2;423
36348;2;422
36349;2;421
36352;5;549
36353;5;550
36356;5;403
36357;8;26
36360;1;14
36361;1;6
36362;1;12
36363;2;406
36364;2;405
36365;2;413
36366;2;411
36367;2;412
36368;11;384
36369;11;377
36370;11;383
36371;11;379
36372;11;376
36373;11;534
36374;11;536
36375;11;531
36376;11;530
36377;11;393
36378;11;390
36379;11;28
36380;11;27
36382;12;495
36383;6;551
36384;6;455
36387;6;439
36390;6;551
36391;6;455
36392;6;456
36393;6;439
36394;6;459
36395;6;456
36396;6;439
36397;6;459
36399;6;39
36401;6;551
36402;6;455
36410;6;434
36411;6;435
36412;6;434
36413;6;435
36414;1;8
36415;1;14
36416;1;6
36417;1;12
36420;7;84
36421;7;85
36422;7;84
36423;7;85
36424;7;135
36425;7;255
36426;7;268
36427;7;339
36428;7;241
36429;7;257
36430;7;356
36431;7;156
36432;7;157
36433;7;144
36434;7;328
36435;7;135
36436;7;255
36437;7;268
36438;7;241
36439;7;273
36440;7;345
36441;7;144
36442;7;135
36443;7;255
36444;7;312
36445;7;268
36446;7;241
36447;7;257
36448;7;326
36449;7;270
36450;7;144
36451;7;135
36452;7;255
36453;7;268
36454;7;241
36455;7;257
36456;7;246
36457;7;265
36459;7;144
36460;7;272
36461;7;312
36462;7;370
36463;7;347
36464;7;273
36465;7;353
36466;7;326
36469;9;441
36470;9;441
36471;9;441
36472;9;442
36473;9;442
36474;9;34
36475;9;443
36476;9;446
36477;9;446
36478;9;447
36479;9;447
36480;9;451
36481;9;451
36482;9;448
36483;9;449
36489;9;34
36504;1;5
36505;1;7
36506;1;4
36507;1;9
36508;1;13
36509;1;10
36510;1;11
36511;1;15
36517;11;380
36518;11;375
36522;6;39
36523;6;39
36524;6;39
36525;6;434
36526;6;456
36527;6;456
36528;6;459
36539;2;410
36540;2;428
36541;2;414
36542;2;404
36543;2;416
36546;6;434
36551;2;427
36552;2;453
36553;2;415
36556;2;452
36558;6;435
36567;2;420
36571;2;402
36572;12;503
36573;12;504
36574;2;426
36575;8;24
36576;8;23
36577;11;385
36578;11;382
36579;11;533
36584;6;39
36608;5;429
36609;6;39
36610;11;381
36611;11;387
36612;11;535
36613;11;529
36614;11;528
36618;9;450
36655;5;549
36656;5;431
36657;5;537
36658;12;478
36659;12;492
36660;12;502
36661;12;505
36662;12;506
36663;12;507
36664;12;508
36665;12;509
36666;12;465
36667;12;510
36668;12;511
36669;12;512
36670;12;513
36671;12;514
36672;12;515
36673;12;516
36674;12;517
36675;12;518
36676;12;519
36677;12;520
36678;12;521
36679;2;408
36680;2;409
36681;2;407
36682;2;418
36683;2;419
36684;2;33
36685;2;32
36687;12;522
