30510;1;1
31890;1;2
32034;1;3
31988;1;4
32404;1;5
33065;1;6
34020;1;7
34465;1;8
34473;1;9
34491;1;10
34467;1;11
34470;1;12
34486;1;13
34666;1;14
34696;1;15
35051;1;16
35064;1;17
35065;1;18
35019;1;19
35141;1;20
35377;1;21
35364;1;22
35772;2;23
35918;2;24
35919;2;25
36016;3;26
36017;3;26
36019;3;27
35984;1;28
35997;1;29
36294;4;30
36337;4;31
36338;4;32
36018;3;27
36044;3;33
36048;3;34
36049;3;34
36051;3;35
36056;3;36
36084;3;27
35809;5;37
36020;3;27
36021;3;27
36025;3;38
36028;3;39
36029;3;39
36040;3;40
36041;3;40
36042;3;40
36057;3;36
36076;3;27
36077;3;27
36078;3;27
36079;3;27
36080;3;27
36081;3;27
36082;3;27
36083;3;27
36085;3;38
35946;1;41
35947;1;42
35948;1;43
35949;1;44
35953;1;45
35954;1;46
35981;1;47
35986;1;48
35989;1;49
36208;1;48
36212;1;49
36213;1;29
36234;1;49
36235;1;29
36343;4;50
36344;4;51
36345;4;52
36346;4;53
36022;3;54
36023;3;54
36024;3;54
36050;3;35
35983;1;55
35992;1;56
35993;1;57
36210;1;28
36219;1;47
36222;1;28
36233;1;28
35968;1;58
35969;1;59
36201;1;58
36202;1;58
36203;1;59
36204;1;58
36347;4;60
36348;4;61
36349;4;62
36176;6;63
36177;6;64
36264;6;63
36265;6;64
36266;6;65
36267;6;66
36268;6;65
36269;6;66
35970;1;67
35971;1;68
36247;1;67
36248;1;68
35963;7;69
35965;7;70
35966;7;71
35967;7;72
36014;7;73
35982;1;74
36224;1;49
36227;1;29
36363;4;75
36364;4;76
36365;4;77
36366;4;78
36367;4;79
36130;3;80
36132;3;80
36133;3;80
36134;3;80
36136;3;80
36137;3;80
35977;1;81
36127;3;80
36128;3;80
36138;3;80
36140;3;80
36141;3;80
36153;3;82
36155;3;82
36156;3;82
36157;3;82
36159;3;82
36160;3;82
36161;3;82
36162;3;82
36164;3;82
36165;3;82
36168;3;82
36171;3;82
35987;1;83
35990;1;84
36209;1;83
36223;1;48
36060;8;85
36061;8;85
36062;8;86
36063;8;86
36064;8;86
36065;8;87
36066;8;87
36067;8;88
36068;8;88
36069;8;88
36071;8;89
36009;8;90
36010;8;91
36011;8;92
36012;8;93
36072;9;94
36073;9;95
36092;9;96
36093;9;97
36094;9;98
36095;9;99
36096;9;100
36097;9;101
36098;9;102
36099;9;103
36100;9;104
36101;9;105
36102;9;106
36103;9;107
36104;9;108
36105;9;109
36106;9;110
36107;9;111
36108;9;112
36109;9;113
36110;9;114
36262;10;115
36263;10;116
36340;11;117
36341;11;118
36339;11;119
36357;11;120
36250;1;67
36129;3;80
36131;3;80
36135;3;80
36139;3;80
36172;3;121
36173;3;121
36174;3;122
36175;3;122
